Unnamed: 0,project_id,project_name,revision,industry_segment,system_category,quote_date,start_date,dataset_role,include_in_training,stations_count,robot_count,fixture_sets,part_types,servo_axes,pneumatic_devices,safety_doors,weldment_perimeter_ft,fence_length_ft,conveyor_length_ft,product_familiarity_score,product_rigidity,is_product_deformable,is_bulk_product,bulk_rigidity_score,has_tricky_packaging,process_uncertainty_score,changeover_time_min,safety_devices_count,custom_pct,duplicate,has_controls,has_robotics,automation_level,Retrofit,complexity_score_1_5,drawing_count_est,manual_count,validation_reports_count,commissioning_hours,training_hours,support_weeks,plc_family,hmi_family,hmi_size_in,vision_systems_count,vision_type,safety_plc_flag,panel_count,drive_count,i_o_points_est,stations_robot_index,mech_complexity_index,controls_complexity_index,physical_scale_index,log_quoted_materials_cost,total_me_quoted_hours,total_me_original_estimate_hours,total_me_actual_hours,quoted_me10_hours,me10_original_estimate_hours,me10_actual_hours,me10_overrun_pct,quoted_me15_hours,me15_original_estimate_hours,me15_actual_hours,me15_overrun_pct,quoted_ee20_hours,ee20_original_estimate_hours,ee20_actual_hours,ee20_overrun_pct,quoted_pm200_hours,pm200_original_estimate_hours,pm200_actual_hours,pm200_overrun_pct,quoted_doc190_hours,doc190_original_estimate_hours,doc190_actual_hours,doc190_overrun_pct,quoted_bld100_hours,bld100_original_estimate_hours,bld100_actual_hours,bld100_overrun_pct,quoted_shp150_hours,shp150_original_estimate_hours,shp150_actual_hours,shp150_overrun_pct,quoted_rb30_hours,rb30_original_estimate_hours,rb30_actual_hours,rb30_overrun_pct,quoted_cp50_hours,cp50_original_estimate_hours,cp50_actual_hours,cp50_overrun_pct,quoted_me230_hours,me230_original_estimate_hours,me230_actual_hours,me230_overrun_pct,quoted_inst160_hours,inst160_original_estimate_hours,inst160_actual_hours,inst160_overrun_pct,quoted_trv180_hours,trv180_original_estimate_hours,trv180_actual_hours,trv180_overrun_pct,quoted_materials_cost
165,518-23-01,Raytheon Machine Tending,B,Food & Beverage,Machine Tending,2023-09-20T00:00:00.000,2023-12-21T00:00:00.000,actuals,yes,4,1,0,1,2,3,0,0.0,0.0,0.0,0.827,0.809,0,0,0.0,0,0.837,0,3,0.902649,0,0,1,Robotic,0,4,230,8,2,231,72,3.0,,,,0,,0,1,6,164,7,6,2.9661,0.0,13.992355,390.76,333.11,863.77,267.09,258.69,582.55,1.251923,57.25,57.8,102.72,0.777163,154.93,185.34,481.11,1.595824,151.71,124.68,106.28,-0.147578,57.42,50.08,123.35,1.463059,438.16,398.41,660.66,0.658242,36.18,45.57,120.47,1.643625,210.72,209.75,268.76,0.281335,158.31,147.17,456.44,2.101447,142.31,147.09,214.86,0.460738,111.94,93,112.67,0.213463,33.54,38.99,64.16,0.64555,1193450
166,459-24-01,Purina OP10 Cell,H,Pharmaceutical / Medical Device,End of Line Automation,2024-05-05T00:00:00.000,2024-07-20T00:00:00.000,actuals,yes,1,0,1,1,2,18,1,0.0,48.846686,85.540818,0.545,0.801,0,1,0.55,1,0.134,0,4,0.450112,1,0,1,Robotic,0,3,17,18,2,3,60,0.0,Keyence,AB PanelView Plus,10.0,0,,1,2,5,110,1,4,2.8569,31.7622,12.885377,454.37,455.23,585.66,231.49,206.82,274.57,0.32758,48.71,58.2,73.1,0.256014,183.19,149.98,276.84,0.845846,158.2,168.38,213.94,0.270578,46.97,50.64,92.92,0.834913,581.77,647.32,769.9,0.189365,60.49,57.2,76.53,0.337937,184.54,223.62,349.05,0.560907,205.21,248.51,237.66,-0.04366,82.71,72.6,69.26,-0.046006,164.45,186,297.45,0.599538,52.48,59.48,81.45,0.369368,394500
167,470-24-02,Dow Laser Marking,D,Food & Beverage,Machine Tending,2024-05-17T00:00:00.000,2024-05-24T00:00:00.000,actuals,yes,1,1,3,1,1,16,4,0.0,91.641145,0.0,0.53,0.758,0,0,0.0,1,0.42,0,1,0.13974,0,1,1,Robotic,0,3,141,8,3,135,72,1.5,Keyence,Keyence,10.0,0,,1,2,5,265,4,10,2.7884,27.4923,12.960678,606.41,604.15,1283.62,312.95,301.35,223.2,-0.259333,95.03,118.25,152.26,0.287611,197.88,196.78,222.56,0.131009,174.8,151.46,362.74,1.394956,87.71,83.87,169.3,1.0186,410.64,429.54,818.99,0.906668,59.9,59.98,150.93,1.516339,373.55,346.37,491.51,0.419032,231.2,249.77,162.36,-0.349962,254.14,306.33,590.76,0.928508,337.27,328,301.96,-0.079418,55.73,53.15,122.42,1.303293,425350
168,475-23-01,Parker Hannifin Vision Inspection,C,Automotive,Machine Tending,2023-07-14T00:00:00.000,2023-09-19T00:00:00.000,actuals,yes,5,1,1,9,1,2,0,0.0,0.0,0.0,0.678,0.919,0,0,0.0,0,0.231,0,4,0.720687,1,1,1,Robotic,0,4,108,8,2,217,40,0.5,AB Compact Logix,AB OPTIXPANEL,12.0,0,,1,5,4,134,8,16,3.5397,0.0,13.617269,688.53,735.96,1413.45,414.41,434.54,477.13,0.098012,106.69,128.23,263.97,1.058567,231.61,288.22,465.32,0.614461,207.02,252.67,332.62,0.316421,62.29,68.47,67.32,-0.016796,842.27,986.4,1570.59,0.592245,70.16,86.78,224.69,1.589191,303.34,359.7,652.92,0.815179,249.53,290.75,449.4,0.545658,221.84,186.79,274.18,0.467852,232.0,275,363.67,0.322869,54.51,65.39,80.82,0.235969,820170
169,491-24-01,Kohler Capping Machine,A,Food & Beverage,Machine Tending,2024-03-18T00:00:00.000,2024-05-11T00:00:00.000,actuals,yes,1,0,1,1,0,4,1,0.0,0.0,79.304101,0.577,0.637,0,0,0.0,0,0.63,0,4,0.803002,1,1,0,Hard Automation,0,2,100,8,2,174,40,3.5,Omron NX1P,AB PanelView Plus,12.0,0,,1,1,2,147,1,4,1.9247,15.8608,12.531779,632.46,704.79,1357.68,297.03,250.99,240.78,-0.040679,89.88,100.93,199.31,0.974735,142.69,124.45,235.9,0.89554,232.46,282.02,148.19,-0.474541,96.98,124.14,214.93,0.731352,673.54,720.41,993.12,0.378548,72.93,76.02,84.19,0.107472,235.83,260.52,433.43,0.663711,373.61,426.52,766.19,0.796375,233.57,275.96,348.55,0.263045,232.55,296,589.3,0.990408,41.98,38.54,75.09,0.948365,277000
170,518-25-01,Pepsi Vision Inspection,C,Automotive,Engineered Manufacturing Systems,2025-11-30T00:00:00.000,2026-03-19T00:00:00.000,actuals,yes,3,0,0,1,2,3,1,40.39779,0.0,0.0,0.949,0.914,0,0,0.0,0,0.755,0,4,0.366826,0,1,0,Semi-Automatic,0,4,178,8,2,154,40,0.5,AB Compact Logix,AB PanelView Plus,12.0,2,Keyence VS-L500CX,1,2,2,106,3,5,3.4797,40.3978,12.878029,532.71,511.68,701.49,313.14,278.86,564.03,1.022628,64.58,75.07,159.89,1.129879,226.7,218.38,403.41,0.847285,269.39,331.16,254.75,-0.230734,65.55,65.53,89.27,0.362277,793.76,941.1,1374.9,0.46095,40.95,45.18,75.57,0.672643,302.99,368.8,798.86,1.166106,0.0,0.0,0.0,,200.46,181.55,278.93,0.536381,144.31,170,358.8,1.107118,42.22,45.39,64.61,0.423441,391610
171,449-24-01,John Deere Assembly Cell,,Heavy Equipment / Powertrain,Machine Tending,2024-08-16T00:00:00.000,2025-01-13T00:00:00.000,actuals,yes,3,0,1,1,3,11,2,0.0,47.970533,0.0,0.543,0.633,0,0,0.0,0,0.591,0,6,0.05,0,1,1,Robotic,0,4,156,8,3,205,20,1.0,Keyence,AB PanelView Plus,10.0,0,,1,5,8,238,3,7,3.9545,14.3912,12.566185,810.44,767.11,878.48,521.49,629.05,455.72,-0.275542,100.05,118.97,239.6,1.013953,344.0,406.74,532.47,0.309116,363.75,420.45,514.03,0.222571,82.7,78.55,88.89,0.131636,1124.26,954.54,1165.92,0.221447,112.35,128.62,215.36,0.67439,829.39,1028.48,1879.1,0.827065,342.05,395.51,614.58,0.553892,234.11,252.26,398.44,0.579481,384.57,478,664.0,0.38825,110.31,104.08,247.8,1.380861,286700
172,485-23-03,Purina Robotic Weld Cell,C,Automotive,End of Line Automation,2023-12-23T00:00:00.000,2024-01-06T00:00:00.000,actuals,yes,7,2,3,2,1,1,0,0.0,54.338105,31.147029,0.473,0.647,0,0,0.0,1,0.385,240,5,0.916179,0,0,1,Robotic,0,3,234,8,2,212,8,1.0,,,,0,,1,1,5,265,13,14,2.3123,22.5308,13.335019,717.61,678.49,1652.76,402.43,489.23,1096.75,1.241788,101.42,104.76,201.2,0.92058,153.47,148.6,293.52,0.975236,217.33,249.99,473.4,0.893676,105.02,90.21,201.14,1.229686,1052.18,1287.15,1908.64,0.482842,78.99,81.85,109.01,0.331827,439.86,412.74,891.2,1.159229,277.76,312.15,948.32,2.038027,118.26,144.06,325.08,1.25656,224.51,211,319.99,0.517979,80.84,88.03,227.51,1.58446,618480
173,470-25-02,Eaton Robotic Weld Cell,B,Electronics / Semiconductor,Engineered Manufacturing Systems,2025-04-11T00:00:00.000,2025-06-14T00:00:00.000,actuals,yes,6,1,1,1,2,1,2,23.301136,84.075566,0.0,0.642,0.966,1,0,0.0,0,0.134,20,6,0.941584,0,1,1,Robotic,0,3,209,15,2,230,60,1.0,AB Compact Logix,AB PanelView Plus,10.0,0,,1,2,1,221,9,11,2.443,48.5238,12.862795,651.61,592.79,1127.0,315.18,261.16,614.59,1.353308,91.07,81.58,202.83,1.486271,232.39,219.97,397.86,0.808701,179.51,191.69,281.51,0.468569,74.85,72.76,90.49,0.243678,879.36,1014.49,1442.58,0.421976,72.74,77.31,139.86,0.80908,658.68,531.41,641.1,0.206413,357.31,319.39,445.99,0.396381,269.28,348.78,318.21,-0.087648,201.85,261,454.9,0.739646,80.07,101.53,162.13,0.596868,385690
174,515-23-01,Parker Hannifin Laser Marking,C,Pharmaceutical / Medical Device,Metal Finishing,2023-03-16T00:00:00.000,2023-09-04T00:00:00.000,actuals,yes,1,1,8,3,0,0,0,0.0,96.639661,0.0,0.873,0.733,1,0,0.0,0,0.944,0,6,0.863759,0,1,1,Robotic,0,3,113,9,3,125,40,0.5,AB Compact Logix,AB PanelView Plus,15.0,0,,0,1,3,188,4,13,3.1041,28.9919,12.392258,596.3,603.19,1031.63,278.41,281.71,453.71,0.610557,73.5,71.94,111.67,0.552266,259.85,276.0,487.51,0.766341,234.5,200.95,521.81,1.596716,61.87,63.25,98.54,0.557945,703.22,800.4,1379.0,0.722889,40.17,41.38,90.07,1.176655,538.85,646.52,1791.45,1.770912,297.59,275.56,443.58,0.60974,238.96,251.0,523.35,1.08506,261.73,276,693.37,1.512574,77.2,70.23,110.14,0.568276,240930
175,451-22-02,Mars Petcare Palletizer,A,Consumer Goods (Pet Products),End of Line Automation,2022-08-27T00:00:00.000,2022-12-20T00:00:00.000,actuals,yes,4,0,1,17,1,1,0,79.619147,64.420731,105.211871,0.704,0.919,0,0,0.0,1,0.783,0,3,0.875942,0,1,0,Semi-Automatic,0,3,153,9,2,162,20,1.5,AB GuardLogix,AB PanelView Plus,10.0,1,Keyence VS-L500CX,1,5,2,151,4,22,4.5247,119.9877,13.560159,594.98,516.06,1351.33,290.49,355.02,896.79,1.526027,69.35,73.18,120.89,0.651954,209.44,236.95,228.9,-0.033973,193.88,201.56,387.95,0.924737,86.98,91.76,214.07,1.332934,689.2,800.57,1966.04,1.4558,60.64,65.73,179.2,1.726305,648.61,764.41,1646.37,1.153779,263.87,222.15,425.01,0.913167,219.67,253.75,201.85,-0.204532,306.61,396,924.77,1.336694,63.08,77.97,140.13,0.79723,774640
176,475-25-03,Caterpillar Palletizer,E,Consumer Goods (Pet Products),Engineered Manufacturing Systems,2025-12-15T00:00:00.000,2026-03-23T00:00:00.000,actuals,yes,1,2,2,1,2,6,0,53.653371,0.0,0.0,0.397,0.633,0,0,0.0,0,0.602,0,3,0.35555,0,1,1,Robotic,0,4,189,8,2,272,20,0.5,Siemens S7-1500,AB PanelView Plus,12.0,0,,1,6,1,196,7,6,4.0845,53.6534,13.535586,614.46,631.82,1298.14,407.17,466.0,740.92,0.589957,80.14,96.77,140.19,0.448693,250.49,220.82,365.44,0.654923,218.66,206.87,339.25,0.639919,57.24,57.76,42.74,-0.260042,625.56,592.59,1003.37,0.693194,35.94,46.45,98.32,1.116685,697.95,904.9,1222.4,0.350867,0.0,0.0,0.0,,180.89,147.75,344.94,1.334619,171.76,217,493.76,1.280541,44.8,40.68,52.46,0.289577,755840
177,512-22-02,Textron CNC Tending,B,Heavy Equipment / Powertrain,Engineered Manufacturing Systems,2022-04-10T00:00:00.000,2022-09-22T00:00:00.000,actuals,yes,3,1,1,4,0,9,0,0.0,114.792782,0.0,0.766,0.828,0,0,0.0,1,0.349,120,3,0.362125,0,1,1,Robotic,0,2,211,15,2,97,60,0.5,AB Compact Logix,AB PanelView Plus,15.0,0,,0,1,3,198,6,9,2.6366,34.4378,13.114573,446.66,422.62,544.95,265.91,246.11,498.96,1.027386,43.88,40.23,61.53,0.529456,153.96,137.96,367.61,1.664613,170.6,182.08,443.88,1.43783,64.46,75.79,153.51,1.025465,451.69,443.73,710.59,0.601402,30.87,26.74,40.41,0.511219,202.99,176.76,257.95,0.459323,245.0,200.93,275.52,0.371224,121.93,122.2,141.52,0.158101,133.04,126,36.63,-0.70829,36.44,34.52,64.38,0.865006,496120
178,512-22-02,Purina Vision Inspection,C,Food & Beverage,Engineered Manufacturing Systems,2022-02-22T00:00:00.000,2022-07-20T00:00:00.000,actuals,yes,4,3,2,1,0,6,1,0.0,17.863962,0.0,0.385,0.683,0,0,0.0,0,0.591,0,1,0.941678,0,1,1,Robotic,0,4,298,8,2,304,0,1.0,AB GuardLogix,AB OPTIXPANEL,10.0,0,,0,6,3,210,13,11,4.38,5.3592,13.353323,908.22,1044.4,2274.7,515.4,492.23,921.83,0.872763,141.94,169.89,460.28,1.709282,233.03,296.66,824.5,1.779276,416.24,419.55,939.15,1.23847,137.95,177.91,287.0,0.613175,606.2,545.27,510.22,-0.06428,56.76,62.68,122.39,0.952616,694.86,608.06,1572.89,1.586735,0.0,0.0,0.0,,166.85,188.75,474.39,1.513325,445.11,453,633.74,0.399943,89.31,97.0,194.18,1.001856,629900
179,420-24-02,Weldon Trolley Loading,A,Heavy Equipment / Powertrain,Engineered Manufacturing Systems,2024-02-21T00:00:00.000,2024-04-23T00:00:00.000,actuals,yes,5,2,0,1,0,3,2,0.0,0.0,0.0,0.52,0.868,0,0,0.0,1,0.104,0,3,0.980986,1,0,1,Semi-Automatic,0,3,177,9,3,196,60,1.5,,,,1,Cognex Insight,1,6,5,209,11,10,4.9607,0.0,13.301776,1107.89,1014.86,1800.8,645.53,589.03,929.66,0.57829,162.25,185.01,233.21,0.260526,319.36,383.55,484.3,0.262678,408.74,466.75,1011.54,1.167199,140.6,173.71,271.04,0.560302,1237.23,1024.49,732.7,-0.284815,83.94,98.05,205.91,1.100051,504.29,431.29,603.86,0.400125,235.09,213.29,312.09,0.463219,353.08,386.59,778.74,1.014382,337.58,332,520.06,0.564467,87.81,86.15,140.86,0.635055,598260
180,473-23-03,Whirlpool Robotic Weld Cell,A,Food & Beverage,Engineered Manufacturing Systems,2023-04-04T00:00:00.000,2023-07-29T00:00:00.000,actuals,yes,13,1,5,3,1,4,3,58.24971,0.0,40.866248,0.835,0.686,1,0,0.0,0,0.417,0,3,0.784486,0,1,1,Robotic,0,4,310,8,2,236,40,0.5,AB Compact Logix,AB PanelView Plus,12.0,2,Cognex 2D,0,1,0,165,16,25,3.4699,66.423,13.05578,1109.05,996.67,1827.65,693.93,563.01,1231.64,1.187599,116.62,117.96,269.2,1.28213,286.23,320.9,426.33,0.328545,568.68,700.74,2157.78,2.079288,132.7,147.32,359.72,1.441759,1117.37,1017.69,2291.45,1.251619,126.91,142.63,190.1,0.332819,470.78,449.03,961.18,1.14057,364.48,416.84,652.81,0.566093,398.03,430.72,834.68,0.937871,605.94,492,1083.37,1.200004,105.23,107.95,255.4,1.36591,467790
181,438-24-02,Kohler Capping Machine,H,General Industry,Machine Tending,2024-04-04T00:00:00.000,2024-06-24T00:00:00.000,actuals,yes,5,3,10,5,0,12,0,0.0,121.003585,0.0,0.498,0.82,0,0,0.0,0,0.605,0,2,0.740968,0,1,1,Robotic,1,5,311,8,2,213,20,0.0,AB Compact Logix,AB PanelView Plus,12.0,1,Keyence IV3,1,1,6,302,14,23,4.2471,36.3011,13.600437,698.19,723.11,1651.71,462.68,543.91,1099.29,1.021088,109.83,121.64,174.83,0.437274,249.54,276.15,390.78,0.4151,251.14,207.17,402.88,0.944683,96.03,87.89,143.76,0.635681,516.18,492.24,550.07,0.117483,92.39,98.64,239.01,1.423054,364.63,292.56,610.56,1.086957,0.0,0.0,0.0,,125.6,109.08,207.3,0.90044,293.38,299,502.67,0.679542,43.83,48.55,122.97,1.532853,806480
182,428-22-01,Tyson Foods Full Line Automation,B,Precision Machining,Metal Finishing,2022-07-04T00:00:00.000,2022-11-02T00:00:00.000,actuals,yes,4,1,3,2,1,4,1,58.986804,65.706223,16.263271,0.376,0.968,0,0,0.0,0,0.289,120,1,0.07963,0,1,1,Robotic,0,3,206,8,2,229,20,1.0,AB Compact Logix,AB PanelView Plus,15.0,0,,1,1,4,237,7,11,2.9791,81.9513,13.181588,750.35,747.58,802.01,442.02,468.69,642.73,0.371333,85.8,107.46,162.96,0.516471,185.73,210.89,370.17,0.755275,326.79,393.65,666.82,0.693941,112.77,109.18,162.83,0.49139,518.66,463.88,711.73,0.534298,96.65,121.66,141.89,0.166283,503.49,555.87,616.49,0.109054,338.66,281.53,799.79,1.84087,205.81,208.82,231.15,0.106934,257.63,281,421.96,0.503992,74.38,95.46,167.38,0.753405,530510
183,468-22-02,Stanley Black & Decker Vision Inspection,D,Automotive,Engineered Manufacturing Systems,2022-11-30T00:00:00.000,2022-12-24T00:00:00.000,actuals,yes,10,2,1,1,3,18,2,0.0,0.0,0.0,0.618,0.835,0,0,0.0,0,0.493,15,2,0.273502,0,1,1,Robotic,0,5,355,9,3,453,40,3.0,,,,0,,1,5,3,241,16,16,3.5749,0.0,13.744706,1425.16,1635.01,1875.15,720.37,764.3,1199.99,0.570051,210.66,265.02,398.49,0.503622,274.96,299.86,566.77,0.890115,619.08,511.65,919.11,0.796365,196.85,166.51,362.99,1.179989,1585.61,1783.16,3343.01,0.874767,131.89,120.11,330.19,1.749063,857.19,820.12,903.98,0.102253,782.92,922.66,1620.15,0.755956,302.12,249.88,547.51,1.191092,424.02,541,685.64,0.266444,121.73,111.7,205.63,0.840913,931640
184,449-24-01,Eaton Machine Tending,E,Consumer Goods (Pet Products),Machine Tending,2024-03-01T00:00:00.000,2024-03-18T00:00:00.000,actuals,yes,5,3,8,1,0,3,0,0.0,82.879539,0.0,0.351,0.822,0,0,0.0,0,0.687,0,5,0.249871,0,1,1,Robotic,1,4,216,8,2,285,40,3.5,AB GuardLogix,AB PanelView Plus,15.0,0,,0,1,4,262,14,17,3.0786,24.8639,13.603198,785.25,673.92,877.83,449.82,462.14,1598.01,2.457848,102.39,96.14,154.15,0.603391,185.14,177.28,242.81,0.369641,418.32,351.55,929.41,1.643749,117.87,126.19,162.93,0.291148,608.38,608.29,1651.17,1.714445,93.0,74.71,149.8,1.005086,393.59,324.04,772.16,1.382916,374.43,317.92,732.49,1.304007,114.16,112.94,184.11,0.630158,283.54,250,488.41,0.954656,81.5,70.69,129.94,0.838167,808710
185,510-22-03,Harley-Davidson Line West Palletize,D,Food & Beverage,Engineered Manufacturing Systems,2022-08-21T00:00:00.000,2022-09-13T00:00:00.000,actuals,yes,3,1,4,1,2,12,1,26.277446,0.0,67.270238,0.471,0.812,0,0,0.0,0,0.83,0,3,0.252334,0,1,1,Robotic,1,4,115,8,2,113,72,0.5,AB Compact Logix,AB PanelView Plus,15.0,1,Cognex Insight,0,6,3,149,6,10,4.4075,39.7315,12.558103,625.74,647.77,1306.18,416.22,397.32,885.29,1.228154,86.19,83.4,181.54,1.176739,263.72,249.72,705.85,1.826566,308.38,317.75,862.44,1.714209,88.95,112.39,166.15,0.478334,812.38,998.99,1049.73,0.050791,92.7,109.25,190.22,0.741144,257.02,329.86,738.92,1.240102,369.38,329.05,565.37,0.718189,203.89,186.5,587.2,2.148525,360.19,390,806.13,1.069122,84.68,98.35,104.83,0.065887,284390
186,437-24-02,Whirlpool Robotic Weld Cell,C,Heavy Equipment / Powertrain,Engineered Manufacturing Systems,2024-05-27T00:00:00.000,2024-11-12T00:00:00.000,actuals,yes,8,1,5,3,0,2,2,38.328473,0.0,83.525376,0.831,0.783,1,0,0.0,0,0.503,0,2,0.599544,0,1,1,Robotic,0,3,225,9,2,192,40,0.5,,,,0,,0,5,2,262,11,19,4.0678,55.0335,13.466996,645.07,724.1,1008.3,393.7,454.3,797.08,0.754523,94.44,84.84,147.13,0.734206,251.9,306.45,561.57,0.832501,290.94,249.21,203.49,-0.18346,57.44,52.87,114.02,1.156611,810.35,868.13,1112.88,0.281928,34.19,37.03,37.76,0.019714,406.71,417.52,879.43,1.106318,177.26,171.69,297.25,0.731318,99.94,86.66,169.9,0.960535,179.54,232,664.01,1.859893,41.39,38.57,93.32,1.419497,705740
187,510-24-03,Ford Palletizer,,Automotive,Machine Tending,2024-01-21T00:00:00.000,2024-07-10T00:00:00.000,actuals,yes,2,1,6,1,1,14,0,0.0,0.0,0.0,0.485,0.874,0,0,0.0,1,0.684,0,2,0.05,0,1,1,Robotic,0,5,142,9,2,188,60,2.0,AB Compact Logix,AB PanelView Plus,12.0,2,Cognex 3D,1,2,4,112,5,10,3.8216,0.0,12.969031,404.75,400.99,604.02,243.56,316.38,512.47,0.619793,50.84,60.19,111.47,0.851969,79.62,99.59,179.24,0.799779,173.32,162.32,405.41,1.497597,48.05,40.71,61.85,0.519283,284.46,340.91,512.39,0.503007,32.11,39.68,50.37,0.269405,206.9,254.96,600.52,1.35535,129.6,104.25,73.25,-0.297362,131.38,137.85,259.58,0.883061,165.88,194,313.79,0.620816,45.78,37.82,34.19,-0.095981,428920
188,499-24-01,Raytheon Capping Machine,E,Heavy Equipment / Powertrain,Machine Tending,2024-04-05T00:00:00.000,2024-08-13T00:00:00.000,actuals,yes,6,1,5,1,0,9,0,57.914092,0.0,45.437352,0.906,0.911,0,0,0.0,1,0.47,20,0,0.804399,0,1,1,Robotic,0,3,240,8,3,249,20,2.0,,,,1,3D Vision,1,1,3,254,9,13,2.8081,67.0016,13.608275,560.5,580.53,1274.77,342.81,395.76,492.85,0.245325,67.21,84.28,71.16,-0.155672,149.52,125.76,215.43,0.713025,258.11,285.79,732.83,1.564225,75.59,74.04,124.07,0.675716,691.03,659.48,714.67,0.083687,77.86,79.11,176.09,1.225888,192.01,186.32,533.59,1.863836,156.08,177.13,313.14,0.767854,149.0,151.06,307.48,1.035483,303.96,367,732.46,0.998363,72.79,76.62,146.11,0.906943,812830
189,457-25-03,Goodyear Vision Inspection,,Consumer Goods (Pet Products),End of Line Automation,2025-06-18T00:00:00.000,2025-08-11T00:00:00.000,actuals,yes,3,1,3,1,0,1,1,23.523977,0.0,0.0,0.484,0.837,0,0,0.0,0,0.384,0,3,0.764865,0,1,1,Robotic,0,3,85,8,2,310,60,2.0,,,,0,,1,1,4,175,6,9,3.0738,23.524,12.822829,841.65,886.23,1446.0,393.83,406.06,912.54,1.247303,108.96,101.79,183.17,0.799489,220.81,268.47,477.4,0.778225,371.28,310.34,468.39,0.50928,99.53,126.66,375.93,1.968025,1101.99,979.11,2030.91,1.074241,51.02,59.21,80.38,0.357541,387.91,380.02,697.37,0.835088,338.36,321.6,570.38,0.77357,289.39,351.05,439.78,0.252756,479.65,532,1133.7,1.130214,99.25,98.94,139.66,0.411563,370580
190,438-25-02,Dow Baffle Roller,A,Consumer Goods (Pet Products),Machine Tending,2025-07-18T00:00:00.000,2025-11-27T00:00:00.000,actuals,yes,1,0,2,7,1,1,1,0.0,0.0,0.0,0.734,0.526,1,0,0.0,0,0.652,20,0,0.494946,0,1,1,Robotic,0,2,131,8,2,180,20,1.0,Siemens S7-1500,AB PanelView Plus,12.0,2,Keyence MD-X2000,1,6,1,149,1,11,4.1765,0.0,13.878345,281.36,273.57,348.26,133.5,142.3,343.97,1.417217,38.34,45.41,90.87,1.001101,56.89,66.79,95.05,0.423117,147.19,138.88,204.06,0.469326,34.56,35.5,84.08,1.368451,172.62,173.63,277.96,0.600875,22.1,19.15,27.5,0.436031,134.65,162.99,396.98,1.43561,159.29,179.82,251.76,0.400067,97.01,105.84,200.98,0.898904,133.75,143,235.0,0.644392,23.07,21.72,47.07,1.167127,1064850
191,486-24-01,Abbott Palletizer,C,Plastics / Injection Molding,Engineered Manufacturing Systems,2024-01-10T00:00:00.000,2024-04-21T00:00:00.000,actuals,yes,3,2,1,1,0,9,3,0.0,94.206853,41.539909,0.59,0.923,0,0,0.0,0,0.732,20,4,0.193307,0,1,1,Robotic,1,4,150,8,2,178,60,3.0,,,,0,,1,1,3,184,9,10,3.2034,36.57,13.433083,699.68,648.84,668.83,318.99,274.12,610.64,1.227638,103.06,93.61,128.53,0.373037,207.17,255.12,393.5,0.542411,224.18,244.32,463.07,0.895342,80.0,97.64,238.93,1.44705,846.32,885.62,2271.36,1.564712,47.35,41.92,109.78,1.618798,463.5,407.72,1098.18,1.693466,0.0,0.0,0.0,,252.97,222.62,447.53,1.010287,413.94,377,733.06,0.944559,46.62,43.64,61.58,0.411091,682200
192,443-24-01,Ford Assembly Cell,E,Automotive,Machine Tending,2024-09-07T00:00:00.000,2025-02-06T00:00:00.000,actuals,yes,4,0,0,6,3,0,1,0.0,79.60551,28.128559,0.859,0.452,0,0,0.0,0,0.516,0,2,0.725618,0,1,1,Robotic,0,3,138,9,2,281,20,3.0,Omron NX1P,AB PanelView Plus,12.0,0,,1,6,5,180,4,11,4.2673,29.5074,12.499492,365.13,393.28,1092.52,220.43,270.23,679.23,1.513526,37.71,36.97,48.19,0.303489,98.59,124.69,215.88,0.731334,113.41,95.84,217.75,1.272016,51.77,64.89,158.33,1.439975,443.01,554.65,1231.25,1.219868,30.34,27.03,55.51,1.053644,297.15,372.73,718.81,0.928501,120.85,109.14,229.02,1.098406,56.0,53.48,77.24,0.444278,109.43,110,150.7,0.371496,22.02,22.4,35.74,0.595536,268200
193,433-24-01,Parker Hannifin Trolley Loading,B,Automotive,Machine Tending,2024-04-21T00:00:00.000,2024-09-13T00:00:00.000,actuals,yes,5,1,6,4,0,10,0,0.0,0.0,0.0,0.722,0.717,0,0,0.0,0,0.5,0,6,0.057966,0,1,1,Robotic,0,4,200,15,2,390,60,0.5,AB Compact Logix,AB PanelView Plus,12.0,2,Cognex 2D,0,6,5,191,8,16,4.8812,0.0,14.12364,774.17,711.69,1788.38,471.52,472.61,1244.09,1.632382,92.61,102.14,201.46,0.972391,343.66,360.21,465.38,0.291969,248.63,303.54,495.37,0.631976,80.59,100.73,161.62,0.604487,399.65,400.5,631.56,0.576929,64.43,65.88,63.54,-0.035519,869.21,996.29,2414.3,1.42329,425.99,536.7,1019.08,0.898789,145.67,155.3,273.6,0.761751,383.41,432,458.01,0.061068,87.25,78.72,38.42,-0.511941,1360880
